C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\center_2024_10_15_11_43_05_288.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\left_2024_10_15_11_43_05_288.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\right_2024_10_15_11_43_05_288.jpg,0,0,0,7.93E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\center_2024_10_15_11_43_05_391.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\left_2024_10_15_11_43_05_391.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\right_2024_10_15_11_43_05_391.jpg,0,0,0,7.92E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\center_2024_10_15_11_43_05_497.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\left_2024_10_15_11_43_05_497.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\right_2024_10_15_11_43_05_497.jpg,0,0,0,8.20E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\center_2024_10_15_11_43_05_599.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\left_2024_10_15_11_43_05_599.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\right_2024_10_15_11_43_05_599.jpg,0,0,0,7.89E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\center_2024_10_15_11_43_05_698.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\left_2024_10_15_11_43_05_698.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\right_2024_10_15_11_43_05_698.jpg,0,0,0,7.87E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\center_2024_10_15_11_43_05_800.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\left_2024_10_15_11_43_05_800.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\right_2024_10_15_11_43_05_800.jpg,0,0,0,7.86E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\center_2024_10_15_11_43_05_904.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\left_2024_10_15_11_43_05_904.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\right_2024_10_15_11_43_05_904.jpg,0,0,0,8.16E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\center_2024_10_15_11_43_06_011.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\left_2024_10_15_11_43_06_011.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\right_2024_10_15_11_43_06_011.jpg,0,0,0,7.93E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\center_2024_10_15_11_43_06_113.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\left_2024_10_15_11_43_06_113.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\right_2024_10_15_11_43_06_113.jpg,0,0,0,7.85E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\center_2024_10_15_11_43_06_219.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\left_2024_10_15_11_43_06_219.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\right_2024_10_15_11_43_06_219.jpg,0,0,0,8.12E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\center_2024_10_15_11_43_06_328.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\left_2024_10_15_11_43_06_328.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\right_2024_10_15_11_43_06_328.jpg,0,0,0,7.95E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\center_2024_10_15_11_43_06_434.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\left_2024_10_15_11_43_06_434.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\right_2024_10_15_11_43_06_434.jpg,0,0,0,7.85E-05
