C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\center_2024_10_15_11_55_24_003.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\left_2024_10_15_11_55_24_003.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\right_2024_10_15_11_55_24_003.jpg, 0, 0, 0, 7.765818E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\center_2024_10_15_11_55_24_107.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\left_2024_10_15_11_55_24_107.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\right_2024_10_15_11_55_24_107.jpg, 0, 0, 0, 7.79964E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\center_2024_10_15_11_55_24_213.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\left_2024_10_15_11_55_24_213.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\right_2024_10_15_11_55_24_213.jpg, 0, 0, 0, 7.713916E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\center_2024_10_15_11_55_24_313.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\left_2024_10_15_11_55_24_313.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\right_2024_10_15_11_55_24_313.jpg, 0, 0, 0, 7.77287E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\center_2024_10_15_11_55_24_416.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\left_2024_10_15_11_55_24_416.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\right_2024_10_15_11_55_24_416.jpg, 0, 0, 0, 7.890494E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\center_2024_10_15_11_55_24_521.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\left_2024_10_15_11_55_24_521.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\right_2024_10_15_11_55_24_521.jpg, 0, 0, 0, 7.752184E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\center_2024_10_15_11_55_24_623.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\left_2024_10_15_11_55_24_623.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\right_2024_10_15_11_55_24_623.jpg, 0, 0, 0, 7.782585E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\center_2024_10_15_11_55_24_725.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\left_2024_10_15_11_55_24_725.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\right_2024_10_15_11_55_24_725.jpg, 0, 0, 0, 7.803104E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\center_2024_10_15_11_55_24_831.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\left_2024_10_15_11_55_24_831.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\right_2024_10_15_11_55_24_831.jpg, 0, 0, 0, 7.797554E-05
C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\center_2024_10_15_11_55_24_936.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\left_2024_10_15_11_55_24_936.jpg, C:\Users\beevi\Desktop\udemy\Simulator\Data\IMG\IMG\right_2024_10_15_11_55_24_936.jpg, 0, 0, 0, 7.743057E-05
